RT,Avai,Thr,Late,Place
1556.8,34.0,10.0,0,3
890.8,77.6,6.1,0,2
514.5,33.2,18.6,0,0
1797.0,9.7,19.7,0,3
851.4,64.4,23.4,0,0
959.1,47.9,20.9,0,2
1005.4,63.7,18.9,0,0
3389.4,55.6,16.5,0,1
2185.4,53.7,44.1,0,0
458.0,48.8,10.0,0,1
2626.3,84.0,28.7,0,3
3382.4,17.8,7.4,0,2
847.6,21.5,46.4,0,1
2319.9,45.2,32.4,0,1
757.1,51.2,30.3,0,0
315.8,44.4,10.2,0,1
1795.2,38.4,36.9,0,1
2361.8,84.4,5.2,0,3
3202.3,60.9,20.2,0,0
502.5,65.8,37.0,0,2
3865.7,25.5,11.3,0,3
2279.7,87.0,3.2,0,1
3892.3,46.1,24.5,0,0
2466.4,8.8,11.6,0,3
3045.9,59.9,20.0,0,1
3232.8,34.7,17.4,0,0
621.1,24.4,25.7,0,2
4515.7,30.4,9.7,0,2
4378.5,77.5,13.7,0,0
4679.3,80.8,10.8,0,1
2090.5,28.1,10.6,0,1
1484.0,35.0,1.8,0,2
1605.7,19.9,3.7,0,1
4395.8,46.0,6.8,0,1
870.2,36.3,26.8,0,3
3257.7,8.5,37.1,0,0
1865.6,43.9,23.1,0,2
235.8,13.1,29.8,0,3
2491.7,47.5,15.6,0,0
4628.3,39.7,13.5,0,2
4050.1,45.8,14.9,0,1
761.3,33.1,15.8,0,1
3098.6,14.0,25.5,0,1
2170.4,67.0,34.5,0,2
4011.8,62.2,33.6,0,3
2751.7,73.8,22.0,0,2
2453.0,69.9,6.1,0,1
2065.7,15.1,28.6,0,2
4047.1,43.6,24.4,0,3
1071.7,66.6,1.4,0,0
1827.4,43.2,11.5,0,2
90.3,48.2,33.4,0,1
3323.9,28.1,19.6,0,3
617.0,45.4,16.2,0,2
4059.2,49.9,17.5,0,3
1860.8,55.8,17.1,0,0
333.1,13.9,21.2,0,0
4863.6,47.9,3.5,0,1
959.1,67.8,0.6,0,2
2280.8,6.1,13.8,0,1
4127.8,41.1,16.6,0,0
3359.7,62.4,41.4,0,2
2457.4,65.0,28.2,0,3
1025.5,54.0,19.8,0,0
2974.1,36.9,22.1,0,1
1517.9,41.5,12.1,0,2
3043.7,42.2,6.0,0,1
1242.0,12.6,0.3,0,3
3537.9,31.6,32.9,0,0
3735.2,83.7,27.5,0,1
2325.8,38.3,1.5,0,0
3969.4,55.4,42.7,0,3
3017.6,35.1,32.6,0,2
52.1,27.2,16.9,0,3
3633.4,56.8,13.0,0,0
3745.3,69.4,12.3,0,2
4063.4,55.0,10.6,0,2
2620.4,27.5,30.3,0,0
998.4,16.7,18.6,0,2
633.1,8.6,28.3,0,0
3494.2,21.3,15.2,0,1
3962.4,37.3,20.0,0,3
3618.4,49.8,34.1,0,1
3893.2,87.5,34.5,0,3
4528.1,10.5,15.5,0,3
3157.9,43.8,0.4,0,3
868.9,71.6,28.2,0,1
2819.5,80.2,28.8,0,1
2965.3,72.4,34.8,0,0
1063.7,57.2,38.8,0,1
3721.4,89.7,8.6,0,1
2976.4,22.9,30.3,0,0
985.7,75.5,17.4,0,2
3426.1,47.2,27.5,0,0
3838.3,49.1,29.0,0,3
2887.6,15.7,11.0,0,2
3496.2,67.7,30.2,0,2
4437.9,73.6,7.0,0,0
1184.2,21.6,8.1,0,3
4030.1,24.0,5.7,0,1
1635.5,86.4,37.6,0,0
3752.9,32.7,26.6,0,2
665.2,58.5,32.5,0,3
2224.7,93.9,26.9,0,2
2332.4,56.2,31.0,0,1
764.7,67.6,12.2,0,2
2334.4,46.1,30.1,0,3
2050.9,28.4,9.9,0,3
1531.3,50.3,26.8,0,3
800.1,75.3,2.4,0,3
4958.0,90.6,33.8,0,0
3638.5,15.8,0.3,0,2
2200.7,81.9,14.7,0,2
146.8,22.0,35.7,0,2
617.1,6.3,4.2,0,2
333.4,88.0,5.5,0,3
1109.8,58.8,5.0,0,2
3631.2,24.3,29.5,0,1
2447.3,36.0,26.3,0,2
2147.4,18.1,19.3,0,3
5020.1,74.3,9.9,0,2
4359.3,37.8,34.2,0,3
359.5,70.8,32.6,0,0
1211.2,62.2,12.8,0,1
2150.3,67.7,12.3,0,2
66.0,29.8,32.1,0,3
4739.1,66.2,14.3,0,0
3088.4,15.8,2.7,0,2
1921.7,36.4,13.1,0,1
391.2,58.1,25.5,0,2
797.6,24.2,21.3,0,1
2485.6,9.6,43.9,0,2
3309.3,70.4,16.0,0,3
1603.6,37.3,2.8,0,3
453.2,31.6,23.8,0,2
3062.4,23.4,10.8,0,0
2379.2,16.2,3.0,0,3
1391.3,36.0,23.6,0,1
3921.9,99.1,25.5,0,2
3591.9,64.6,22.3,0,0
2280.8,31.7,16.3,0,2
1632.0,10.2,3.5,0,3
702.9,16.4,16.8,0,2
4448.1,22.8,3.5,0,3
3370.0,41.2,28.6,0,3
212.5,66.1,26.6,0,0
1406.2,71.1,25.5,0,1
2354.7,63.9,22.7,0,2
1372.6,81.1,3.6,0,2
2033.5,61.4,46.3,0,3
2638.3,60.2,44.0,0,3
1666.5,70.0,27.5,0,2
4715.2,75.0,21.5,0,2
581.0,13.5,31.0,0,0
246.1,48.0,2.2,0,1
2004.1,79.3,23.1,0,2
3555.1,57.7,18.5,0,3
3956.4,68.4,2.1,0,1
5061.9,14.4,12.9,0,0
4984.0,52.9,20.4,0,2
327.7,63.9,2.6,0,1
1314.5,92.4,31.4,0,2
2351.4,92.1,3.7,0,3
2993.7,27.6,34.9,0,1
4612.8,58.3,12.0,0,2
3334.0,55.5,7.9,0,2
2177.2,19.7,37.4,0,1
1459.9,48.4,37.9,0,0
1868.2,74.2,30.2,0,3
1770.7,57.1,24.4,0,1
4209.0,46.8,1.6,0,2
3867.3,39.3,20.1,0,2
2536.1,20.9,38.4,0,2
3472.9,49.5,41.4,0,3
5236.6,49.6,10.9,0,3
3871.6,58.0,2.0,0,2
94.0,54.2,27.3,0,2
1932.7,61.0,19.5,0,0
164.5,37.3,27.7,0,0
3460.1,20.1,9.7,0,0
698.2,59.7,30.1,0,1
2766.9,43.8,3.3,0,2
1401.4,64.5,30.0,0,1
2724.8,16.6,22.3,0,0
1222.6,19.9,36.1,0,2
2351.8,21.9,23.8,0,0
45.4,85.4,22.1,0,0
4281.0,87.2,10.7,0,1
1921.2,5.8,12.2,0,3
1620.5,47.1,28.2,0,0
3080.3,64.2,18.1,0,2
254.6,19.7,29.2,0,1
1167.8,52.0,18.2,0,1
1174.8,22.5,5.7,0,0
1310.3,38.8,27.8,0,1
2438.1,55.4,3.7,0,1
2076.4,13.8,11.2,0,0
326.1,77.1,35.6,0,0
1955.3,67.4,25.3,0,1
2881.6,8.2,13.6,0,2
3872.1,34.1,9.7,0,1
3199.8,15.4,11.5,0,1
1128.1,6.6,23.3,0,0
956.5,79.7,2.7,0,1
1971.3,12.7,34.7,0,2
2001.3,28.8,46.0,0,2
2354.3,52.8,36.9,0,3
2240.4,33.0,32.8,0,0
233.8,37.4,30.6,0,2
2741.5,21.8,27.5,0,3
2000.4,12.0,29.7,0,3
4215.8,20.7,16.2,0,0
3174.9,42.4,16.7,0,2
4495.2,48.3,29.6,0,2
1300.1,53.9,23.1,0,1
1818.2,16.2,1.2,0,3
2685.8,15.3,17.4,0,1
3440.9,24.3,32.1,0,2
2660.0,23.5,14.0,0,0
3194.7,45.7,10.8,0,1
1025.4,68.8,34.6,0,0
4822.9,13.4,14.5,0,3
1337.1,59.0,6.1,0,1
4204.5,48.4,5.6,0,2
1081.1,54.0,23.5,0,2
662.2,15.5,28.8,0,1
3530.1,36.3,35.5,0,1
212.8,50.9,30.2,0,2
3809.3,33.1,6.9,0,3
2302.0,74.1,42.8,0,2
3241.7,46.3,28.9,0,1
1823.5,20.3,21.6,0,0
1475.1,5.9,17.9,0,1
548.9,32.9,28.6,0,2
2099.2,39.7,4.8,0,0
2125.7,84.9,38.5,0,0
3345.8,34.1,3.4,0,3
4067.3,56.6,17.9,0,1
4984.4,50.1,41.7,0,3
801.6,82.3,19.0,0,0
4057.3,64.5,1.5,0,0
2779.6,73.7,27.3,0,3
3424.0,7.5,1.6,0,2
2444.5,38.5,41.0,0,0
3718.3,45.2,29.3,0,2
2862.7,65.2,27.9,0,2
2568.3,29.3,31.1,0,2
4527.1,19.5,27.8,0,3
1447.8,79.3,7.1,0,2
2182.5,32.0,9.6,0,2
3585.8,73.6,19.3,0,3
275.3,19.0,28.4,0,1
2907.8,57.9,28.8,0,2
2502.7,33.0,13.9,0,0
2595.5,67.4,28.5,0,2
2032.4,26.9,30.7,0,3
2191.5,72.6,16.9,0,2
2634.4,73.1,27.2,0,3
1440.1,21.1,9.5,0,3
3504.9,41.2,19.6,0,1
1599.9,72.7,24.5,0,3
2569.9,12.3,22.7,0,0
1099.4,5.7,20.2,0,1
2225.7,12.6,14.6,0,0
3369.9,61.9,6.0,0,3
1627.0,9.4,26.7,0,2
4770.0,57.9,3.0,0,3
3141.8,16.5,26.9,0,1
3797.8,15.2,20.5,0,2
3677.9,60.9,6.7,0,1
3773.6,72.1,14.3,0,2
808.5,11.5,7.0,0,3
1908.1,24.1,15.5,0,0
2207.7,57.5,38.7,0,1
1430.5,12.0,38.6,0,2
2232.3,19.1,19.2,0,2
1222.0,71.0,38.7,0,1
2174.0,49.8,7.5,0,2
4032.2,7.9,6.2,0,2
2688.6,74.3,37.4,0,0
3670.1,29.0,2.8,0,1
3866.1,20.6,2.5,0,2
701.0,76.1,33.6,0,0
4259.9,14.0,12.2,0,2
1524.3,13.7,33.8,0,0
2151.5,80.5,7.8,0,3
774.9,48.0,0.8,0,1
659.5,77.9,25.6,0,1
2176.4,74.4,44.2,0,0
1231.9,69.9,0.5,0,3
3599.2,21.2,24.5,0,2
725.2,50.0,27.0,0,2
396.0,58.2,13.9,0,2
42.6,17.8,3.9,0,2
195.6,54.6,10.7,0,0
839.8,38.4,34.8,0,2
1441.4,75.2,22.7,0,1
1605.5,45.3,14.5,0,1
3024.1,53.3,5.7,0,0
2997.0,70.9,24.4,0,1
897.7,85.8,12.0,0,1
4087.0,48.6,9.2,0,0
3582.9,72.5,12.8,0,1
833.5,92.4,5.0,0,2
2530.0,25.8,31.2,0,2
2652.8,96.7,24.1,0,2
4001.1,64.3,9.2,0,0
4915.0,12.1,26.0,0,2
171.7,37.8,27.3,0,1
2889.9,61.7,27.9,0,1
3297.6,70.5,6.3,0,3
2640.7,32.8,5.0,0,1
566.3,21.9,8.1,0,1
1236.6,61.2,2.7,0,0
3137.4,18.1,36.2,0,1
2258.9,54.6,5.0,0,3
2004.2,72.3,17.8,0,3
4092.4,15.3,7.3,0,3
3363.7,55.1,9.5,0,2
628.5,16.3,21.9,0,0
654.7,8.6,35.8,0,3
1527.9,46.2,27.4,0,0
5081.1,46.6,23.8,0,2
2746.5,52.2,36.0,0,0
1065.0,39.5,1.9,0,2
308.6,47.7,3.1,0,2
1870.6,8.3,5.3,0,1
2263.4,16.6,7.2,0,0
2195.2,59.9,2.7,0,2
1102.2,53.2,0.6,0,3
1721.8,39.1,9.5,0,3
1377.5,73.0,6.9,0,2
1867.7,72.1,16.7,0,0
1036.7,59.1,25.8,0,0
3543.8,15.6,21.7,0,2
1729.1,12.0,9.6,0,2
3163.2,23.9,30.7,0,3
2428.8,19.2,25.7,0,2
1877.7,30.4,30.8,0,3
3192.9,15.0,31.0,0,3
3491.9,53.7,16.5,0,0
2819.4,37.9,4.2,0,2
2475.4,8.3,0.1,0,3
3061.3,24.0,26.3,0,1
2758.2,12.9,0.1,0,0
2874.1,40.4,37.4,0,1
3241.2,68.2,19.8,0,3
175.1,70.0,30.6,0,1
2387.1,39.8,11.7,0,2
1636.3,31.7,23.2,0,2
4984.9,66.8,6.0,0,2
1001.3,77.9,26.5,0,2
5390.6,36.0,25.2,0,0
2257.6,98.2,23.4,0,3
1736.8,40.2,5.2,0,3
2901.4,36.8,1.4,0,3
1162.4,81.4,20.0,0,1
1181.6,20.1,23.3,0,2
177.7,43.0,1.3,0,2
1323.7,36.7,19.1,0,1
1533.2,38.6,21.6,0,2
846.2,53.9,35.8,0,3
4317.2,66.6,26.8,0,1
3709.1,64.5,6.2,0,2
1586.5,85.5,27.2,0,2
4843.4,31.0,28.1,0,3
163.7,40.2,7.5,0,0
1308.5,62.6,12.8,0,2
4786.6,34.7,4.8,0,0
1396.5,61.0,0.2,0,0
1599.4,27.5,19.9,0,3
2211.9,14.0,29.0,0,1
397.8,61.2,39.1,0,2
2254.0,95.1,35.8,0,3
3423.9,54.7,3.5,0,3
2470.4,12.1,25.0,0,2
321.2,29.3,28.3,0,1
2369.4,36.1,2.1,0,0
817.1,46.3,9.6,0,2
3051.1,66.4,1.5,0,0
2619.8,75.2,24.1,0,0
1576.1,87.8,37.3,0,2
681.9,77.6,12.8,0,1
3982.2,67.6,16.0,0,3
1688.5,9.7,30.8,0,3
2038.0,36.3,26.0,0,0
2705.3,8.7,19.6,0,2
104.2,67.3,33.7,0,3
1252.7,49.7,15.4,0,1
3437.0,25.2,0.3,0,2
1357.8,28.3,22.5,0,0
1282.2,42.2,25.1,0,0
1503.2,52.4,1.1,0,1
2153.1,59.3,11.2,0,1
218.4,51.4,32.8,0,0
2196.4,27.8,23.0,0,1
1729.5,38.2,4.4,0,1
992.2,23.9,32.9,0,2
1558.8,45.1,40.1,0,2
2934.2,65.8,15.1,0,3
933.8,17.9,1.7,0,0
2958.2,35.6,17.0,0,3
838.3,50.0,21.4,0,3
3027.2,15.7,18.3,0,3
3246.7,54.8,5.3,0,2
441.7,43.8,28.3,0,3
1907.7,76.8,38.1,0,3
1709.6,59.8,20.1,0,0
3249.0,43.2,32.7,0,3
1926.7,56.4,21.5,0,1
850.9,59.3,8.6,0,2
2576.7,24.8,6.0,0,0
2588.7,67.0,5.8,0,2
1738.8,18.2,33.6,0,1
1252.9,10.0,22.9,0,1
1968.9,63.1,34.5,0,1
2116.7,13.5,31.7,0,1
2190.8,86.6,32.7,0,0
935.7,77.9,25.4,0,2
2814.4,44.1,39.4,0,3
1151.9,57.9,25.2,0,2
819.8,5.4,20.3,0,3
2368.2,75.0,16.6,0,0
1817.1,9.7,12.1,0,2
1852.0,45.2,8.4,0,1
1146.6,47.9,19.4,0,0
3527.6,81.1,2.4,0,3
4387.8,37.5,18.6,0,3
548.2,64.1,6.1,0,3
1299.4,33.7,7.7,0,3
2971.2,60.0,4.6,0,1
3884.1,16.4,38.9,0,3
4002.8,32.4,23.6,0,2
2843.5,25.5,16.8,0,1
951.8,72.3,6.4,0,1
4455.4,80.1,9.0,0,2
189.2,47.0,2.6,0,3
4762.4,55.0,3.7,0,2
644.7,68.9,6.5,0,3
3027.3,26.1,6.7,0,3
937.6,54.9,28.4,0,2
340.5,58.6,17.6,0,1
3609.0,63.9,19.7,0,1
1140.0,65.2,6.6,0,3
1288.5,21.5,16.5,0,3
3818.1,45.1,14.1,0,1
2003.3,73.6,20.7,0,3
812.9,62.4,2.5,0,2
3811.0,71.5,28.2,0,1
1259.1,33.6,24.7,0,1
4585.8,43.7,20.3,0,3
4458.4,47.4,33.9,0,1
1382.7,26.0,2.3,0,1
165.4,81.0,41.4,0,1
2392.3,72.7,32.8,0,1
3461.0,10.6,3.4,0,0
2247.4,45.2,17.1,0,0
4722.4,7.5,2.4,0,0
3057.8,66.9,4.7,0,3
777.9,38.9,8.2,0,3
3051.1,24.9,5.7,0,3
78.1,20.6,21.7,0,1
2654.8,59.7,10.1,0,2
3661.1,14.1,3.0,0,2
3749.8,68.2,10.8,0,3
2276.7,48.2,17.7,0,1
3298.0,34.5,24.1,0,0
3513.8,68.5,17.1,0,3
3688.1,33.9,4.4,0,3
3003.8,44.4,10.9,0,0
2846.9,7.6,38.8,0,1
4687.3,72.8,16.9,0,3
1919.4,49.2,7.2,0,1
1603.8,17.4,29.9,0,1
343.5,40.4,10.7,0,0
1426.3,9.8,18.6,0,1
2825.5,78.5,40.0,0,2
2528.2,97.4,40.9,0,3
791.5,69.4,4.9,0,2
2401.0,23.7,35.3,0,2
708.6,81.1,17.4,0,0
1260.0,39.3,13.2,0,3
1495.4,16.8,32.3,0,2
1156.5,70.8,7.5,0,1
271.9,10.1,14.7,0,1
4552.8,24.5,10.7,0,1
1220.4,47.9,32.8,0,1
4104.6,22.5,37.4,0,3
2496.5,28.3,19.9,0,0
2161.6,25.8,18.6,0,3
3956.2,69.4,27.8,0,0
103.5,35.0,17.5,0,3
980.1,7.6,40.4,0,3
44.2,73.6,40.6,0,1
554.6,9.8,37.1,0,1
2483.6,71.8,34.2,0,2
3528.8,59.5,21.9,0,3
4180.7,65.5,27.9,0,3
2756.0,33.0,28.4,0,2
1610.3,21.8,9.5,0,0
1363.3,84.8,27.4,0,3
4225.4,83.9,23.9,0,2
3551.4,85.5,27.5,0,2
3761.4,35.4,0.4,0,2
3318.8,12.1,35.8,0,3
2465.2,38.5,11.7,0,2
4549.3,49.7,38.8,0,3
3609.9,20.2,42.2,0,2
2197.8,9.7,19.3,0,0
633.3,36.4,24.7,0,3
3469.3,67.4,23.8,0,0
3328.4,11.8,11.0,0,0
1973.2,30.6,9.9,0,1
3854.0,17.1,8.0,0,2
3052.2,71.7,3.2,0,1
2119.5,76.8,1.6,0,3
2803.6,25.4,2.1,0,0
571.5,11.1,5.7,0,2
2177.2,22.2,36.9,0,2
2021.6,75.2,4.2,0,1
341.6,36.1,11.9,0,0
847.5,22.9,14.8,0,2
259.3,69.1,36.9,0,3
2273.9,17.4,34.3,0,1
1272.3,65.7,10.6,0,2
3204.8,24.5,31.0,0,0
2542.7,13.0,20.4,0,0
2677.1,54.5,40.2,0,1
1384.1,44.2,12.1,0,1
2899.3,75.2,33.9,0,0
2670.9,10.3,18.0,0,0
691.5,35.0,15.4,0,0
3069.1,7.3,27.9,0,3
340.0,46.9,8.0,0,3
1872.4,23.9,16.4,0,3
2019.4,55.7,8.0,0,0
105.6,37.0,6.7,0,0
655.6,56.8,8.0,0,3
1618.4,27.8,2.0,0,0
3306.1,60.2,37.8,0,3
1864.1,78.8,27.0,0,0
1921.7,19.8,13.2,0,3
609.1,26.5,6.0,0,2
3575.4,72.7,34.2,0,2
1502.1,62.1,8.1,0,2
289.7,54.3,23.3,0,1
1552.9,23.5,34.9,0,3
421.0,56.5,25.7,0,2
3328.0,53.5,12.8,0,0
1884.4,40.5,45.4,0,1
3839.7,15.0,13.4,0,2
604.5,28.5,12.3,0,0
1963.5,13.0,33.5,0,2
1930.0,39.3,25.8,0,2
1256.5,45.3,34.0,0,3
1037.2,26.9,31.8,0,3
3393.4,59.8,14.4,0,1
407.2,68.1,39.4,0,3
4045.5,11.2,1.5,0,2
2245.1,18.6,22.5,0,2
2387.3,19.2,0.6,0,1
684.0,10.3,9.3,0,0
681.3,27.5,35.4,0,2
1607.8,72.9,9.6,0,3
1966.7,50.3,40.3,0,1
2892.2,71.6,18.4,0,2
1515.3,19.1,28.8,0,0
1868.4,53.6,20.7,0,1
602.7,67.1,2.5,0,0
3402.4,42.0,37.5,0,3
2685.0,76.9,14.4,0,3
3261.0,16.9,33.0,0,3
4793.4,40.1,9.1,0,3
391.0,44.8,24.9,0,3
1075.5,29.8,33.3,0,3
4282.5,55.0,27.6,0,2
266.0,77.8,19.5,0,2
2297.9,63.4,3.7,0,0
3383.7,86.3,23.8,0,2
1815.7,29.6,42.1,0,0
2341.4,22.9,15.2,0,0
2618.3,24.5,38.1,0,2
2063.7,81.6,16.1,0,0
3035.4,62.4,45.9,0,0
2503.5,36.4,7.8,0,3
3807.9,46.6,15.2,0,3
2355.3,54.4,30.8,0,3
929.5,58.9,17.3,0,2
3900.3,14.0,12.3,0,0
4216.4,65.2,30.3,0,1
1283.0,52.9,26.6,0,3
1506.7,47.5,17.4,0,1
3646.6,57.9,23.8,0,3
1715.3,12.2,20.8,0,1
5019.5,13.9,31.4,0,1
3937.7,70.0,23.0,0,0
509.6,60.0,36.9,0,3
3812.1,45.8,40.6,0,1
1721.4,39.8,11.1,0,1
2186.1,47.4,19.0,0,3
3748.6,32.8,7.4,0,1
42.2,53.9,18.2,0,2
4003.4,44.1,7.9,0,1
3705.8,66.8,34.4,0,0
156.8,30.5,7.1,0,2
2405.0,73.7,20.8,0,2
675.4,61.1,20.5,0,0
78.0,65.2,15.7,0,1
2241.3,58.6,4.1,0,1
4655.6,69.9,8.2,0,3
4375.4,44.4,19.1,0,3
2425.4,37.3,29.4,0,2
3906.5,59.5,4.9,0,3
2171.6,74.0,9.0,0,2
866.2,72.8,6.3,0,3
4316.5,35.8,15.4,0,2
1834.6,66.2,24.5,0,1
1808.4,69.0,23.5,0,0
3848.3,39.8,26.2,0,1
3283.1,23.5,10.4,0,2
2869.9,60.1,21.5,0,2
1392.9,81.4,24.6,0,2
3925.3,11.9,2.0,0,2
729.5,19.2,1.8,0,1
857.8,53.2,0.3,0,1
3820.8,34.4,21.7,0,3
3643.1,87.3,8.2,0,1
2011.5,74.0,21.0,0,3
4164.1,51.4,7.1,0,0
309.3,23.1,31.7,0,0
244.4,62.5,8.3,0,2
614.5,39.5,30.1,0,0
1439.2,37.6,25.7,0,1
3425.8,69.2,15.2,0,2
4654.5,18.5,14.1,0,3
1302.0,73.8,7.6,0,2
4954.8,67.4,25.4,0,3
1204.0,91.4,21.8,0,1
3772.1,86.0,32.5,0,3
1071.7,15.0,28.3,0,1
3014.2,15.3,23.2,0,3
657.6,74.1,11.4,0,3
3796.7,68.2,29.3,0,3
3646.3,25.6,18.7,0,3
2368.1,51.0,18.9,0,0
1328.8,85.4,7.5,0,3
3855.4,50.9,21.5,0,1
2329.6,74.7,9.7,0,1
1432.6,27.2,35.2,0,2
589.7,24.8,3.6,0,0
2022.4,15.5,15.2,0,2
2840.3,63.4,17.7,0,3
1907.1,12.4,27.0,0,1
2275.6,55.9,30.7,0,0
589.1,50.6,21.1,0,1
3777.8,14.8,1.3,0,0
1108.8,60.9,9.6,0,0
1644.8,44.7,12.2,0,0
350.3,16.7,20.4,0,1
2929.1,44.7,29.5,0,2
468.5,39.7,30.2,0,0
1534.8,51.1,7.0,0,0
1458.2,80.5,29.9,0,1
2131.1,25.7,15.0,0,1
348.5,69.0,1.3,0,2
58.0,27.1,29.2,0,3
292.7,51.0,16.4,0,1
4208.1,64.4,10.3,0,0
2460.5,26.2,24.1,0,3
2651.7,40.1,25.4,0,0
3666.3,15.9,12.9,0,1
3395.9,26.6,24.8,0,2
2450.1,83.2,25.2,0,1
3460.3,34.9,20.0,0,0
455.4,54.8,1.5,0,1
2539.7,88.7,2.0,0,3
587.9,14.1,17.4,0,0
1716.1,57.8,13.3,0,1
4335.0,85.9,5.5,0,1
2594.5,46.0,25.1,0,2
1821.8,9.8,22.9,0,2
2358.4,73.2,17.1,0,1
3397.5,73.0,29.4,0,0
726.6,45.4,20.3,0,0
2360.1,14.2,26.3,0,1
1715.1,39.2,26.7,0,3
